siparis_id,musteri_id,urun_id,kategori,fiyat,adet,tarih,durum
10376,19,48,Spor,4002.32,7,2024-01-16 15:00:00,Teslim
10377,147,48,Spor,1382.2,2,2024-01-16 16:00:00,Teslim
10378,149,37,Elektronik,1638.21,3,2024-01-16 17:00:00,İptal
10379,76,25,Spor,2759.05,5,2024-01-16 18:00:00,Teslim
10380,53,27,Kozmetik,2825.85,5,2024-01-16 19:00:00,İade
10381,2,49,Elektronik,2552.24,2,2024-01-16 20:00:00,Teslim
10382,187,14,Ev,3201.52,9,2024-01-16 21:00:00,İptal
10383,189,17,Spor,2071.2,4,2024-01-16 22:00:00,İptal
10384,48,44,Giyim,3758.41,4,2024-01-16 23:00:00,Teslim
10385,7,19,Elektronik,1701.07,1,2024-01-17 00:00:00,Teslim
10386,25,12,Spor,1686.85,8,2024-01-17 01:00:00,Teslim
10387,14,28,Spor,679.77,3,2024-01-17 02:00:00,Teslim
10388,166,16,Spor,984.13,9,2024-01-17 03:00:00,İptal
10389,178,44,Spor,4260.08,5,2024-01-17 04:00:00,Teslim
10390,31,45,Spor,2259.1,8,2024-01-17 05:00:00,Teslim
10391,149,15,Ev,1177.95,2,2024-01-17 06:00:00,Teslim
10392,36,26,Elektronik,3808.74,2,2024-01-17 07:00:00,Teslim
10393,74,49,Kozmetik,2792.21,8,2024-01-17 08:00:00,İade
10394,120,37,Giyim,154.72,8,2024-01-17 09:00:00,Teslim
10395,144,11,Ev,1615.99,5,2024-01-17 10:00:00,Kargoda
10396,175,29,Kozmetik,926.16,1,2024-01-17 11:00:00,İptal
10397,9,31,Spor,3296.57,9,2024-01-17 12:00:00,Teslim
10398,40,33,Giyim,1411.4,4,2024-01-17 13:00:00,Teslim
10399,56,2,Giyim,371.49,9,2024-01-17 14:00:00,Teslim
10400,62,15,Kozmetik,321.93,8,2024-01-17 15:00:00,Teslim
10401,199,42,Elektronik,2929.55,8,2024-01-17 16:00:00,Teslim
10402,155,12,Ev,157.53,7,2024-01-17 17:00:00,Kargoda
10403,64,15,Kozmetik,4251.52,7,2024-01-17 18:00:00,Teslim
10404,194,16,Ev,819.22,5,2024-01-17 19:00:00,İptal
10405,100,9,Giyim,3052.5,1,2024-01-17 20:00:00,İptal
10406,100,8,Spor,2251.21,4,2024-01-17 21:00:00,Kargoda
10407,87,18,Giyim,2242.12,7,2024-01-17 22:00:00,Teslim
10408,29,43,Kozmetik,405.4,8,2024-01-17 23:00:00,Teslim
10409,186,1,Ev,4023.62,6,2024-01-18 00:00:00,Teslim
10410,3,14,Elektronik,4470.61,7,2024-01-18 01:00:00,Teslim
10411,35,3,Ev,104.53,1,2024-01-18 02:00:00,Teslim
10412,46,28,Elektronik,934.09,5,2024-01-18 03:00:00,Teslim
10413,56,13,Spor,4524.33,5,2024-01-18 04:00:00,Teslim
10414,27,39,Kozmetik,2769.99,9,2024-01-18 05:00:00,Teslim
10415,4,29,Giyim,792.7,3,2024-01-18 06:00:00,Teslim
10416,135,39,Ev,1053.81,3,2024-01-18 07:00:00,Teslim
10417,193,32,Kozmetik,3316.93,4,2024-01-18 08:00:00,Teslim
10418,25,22,Giyim,3637.84,2,2024-01-18 09:00:00,Kargoda
10419,60,43,Giyim,3017.16,6,2024-01-18 10:00:00,Teslim
10420,101,24,Ev,4768.08,6,2024-01-18 11:00:00,İptal
10421,185,47,Giyim,2495.61,8,2024-01-18 12:00:00,İptal
10422,139,49,Kozmetik,1536.35,9,2024-01-18 13:00:00,Teslim
10423,153,29,Elektronik,2412.3,1,2024-01-18 14:00:00,Teslim
10424,116,34,Spor,1830.35,3,2024-01-18 15:00:00,Teslim
10425,83,13,Giyim,1160.86,3,2024-01-18 16:00:00,Teslim
10426,40,40,Ev,277.52,3,2024-01-18 17:00:00,Teslim
10427,172,33,Elektronik,1793.45,8,2024-01-18 18:00:00,Teslim
10428,161,45,Giyim,3571.48,2,2024-01-18 19:00:00,İptal
10429,5,14,Kozmetik,141.27,1,2024-01-18 20:00:00,İptal
10430,143,39,Giyim,2223.93,8,2024-01-18 21:00:00,Kargoda
10431,17,24,Elektronik,3237.85,9,2024-01-18 22:00:00,Teslim
10432,148,10,Ev,3071.5,3,2024-01-18 23:00:00,Teslim
10433,165,9,Elektronik,3894.41,3,2024-01-19 00:00:00,İade
10434,27,28,Giyim,4062.07,5,2024-01-19 01:00:00,Teslim
10435,87,16,Ev,3572.94,5,2024-01-19 02:00:00,Teslim
10436,25,5,Ev,558.85,9,2024-01-19 03:00:00,Teslim
10437,113,21,Kozmetik,2401.36,4,2024-01-19 04:00:00,Teslim
10438,185,32,Kozmetik,3036.86,1,2024-01-19 05:00:00,Teslim
10439,17,16,Spor,1265.55,4,2024-01-19 06:00:00,Teslim
10440,80,47,Elektronik,260.63,6,2024-01-19 07:00:00,Teslim
10441,194,39,Giyim,1156.77,5,2024-01-19 08:00:00,Teslim
10442,60,26,Elektronik,2301.73,5,2024-01-19 09:00:00,Teslim
10443,27,46,Elektronik,2098.96,9,2024-01-19 10:00:00,Teslim
10444,98,22,Giyim,924.5,8,2024-01-19 11:00:00,Teslim
10445,102,7,Ev,4130.86,3,2024-01-19 12:00:00,İptal
10446,132,2,Spor,4632.15,4,2024-01-19 13:00:00,Teslim
10447,63,46,Kozmetik,1046.67,7,2024-01-19 14:00:00,Teslim
10448,191,48,Kozmetik,4651.39,4,2024-01-19 15:00:00,Kargoda
10449,104,37,Kozmetik,138.41,4,2024-01-19 16:00:00,Teslim
10450,58,6,Elektronik,4628.56,2,2024-01-19 17:00:00,Kargoda
10451,192,15,Spor,4762.05,3,2024-01-19 18:00:00,Teslim
10452,185,3,Spor,109.66,7,2024-01-19 19:00:00,Teslim
10453,100,3,Elektronik,3826.95,8,2024-01-19 20:00:00,Teslim
10454,5,13,Ev,4852.5,8,2024-01-19 21:00:00,Teslim
10455,119,29,Spor,4534.22,3,2024-01-19 22:00:00,İade
10456,111,4,Ev,4855.02,2,2024-01-19 23:00:00,Kargoda
10457,30,49,Spor,2774.1,2,2024-01-20 00:00:00,İptal
10458,127,23,Spor,436.87,4,2024-01-20 01:00:00,İptal
10459,168,13,Ev,4256.46,5,2024-01-20 02:00:00,Teslim
10460,22,26,Elektronik,3088.45,9,2024-01-20 03:00:00,Kargoda
10461,144,39,Giyim,3092.95,9,2024-01-20 04:00:00,Teslim
10462,28,16,Giyim,2115.41,1,2024-01-20 05:00:00,Kargoda
10463,150,3,Ev,2880.62,7,2024-01-20 06:00:00,Teslim
10464,84,3,Ev,810.22,3,2024-01-20 07:00:00,Teslim
10465,2,42,Ev,3711.86,2,2024-01-20 08:00:00,Kargoda
10466,193,6,Elektronik,421.34,5,2024-01-20 09:00:00,Kargoda
10467,34,32,Giyim,3662.41,1,2024-01-20 10:00:00,Teslim
10468,119,19,Kozmetik,4252.44,4,2024-01-20 11:00:00,Teslim
10469,37,39,Elektronik,2388.72,5,2024-01-20 12:00:00,Teslim
10470,186,3,Giyim,2573.66,3,2024-01-20 13:00:00,İade
10471,147,44,Spor,1595.46,6,2024-01-20 14:00:00,Teslim
10472,161,35,Elektronik,4848.82,5,2024-01-20 15:00:00,Teslim
10473,86,23,Ev,3678.97,8,2024-01-20 16:00:00,Teslim
10474,94,11,Giyim,1876.49,2,2024-01-20 17:00:00,Teslim
10475,127,48,Elektronik,915.3,1,2024-01-20 18:00:00,Teslim
10476,157,15,Ev,1136.92,5,2024-01-20 19:00:00,Teslim
10477,169,25,Ev,2346.42,3,2024-01-20 20:00:00,Kargoda
10478,4,20,Elektronik,4715.71,7,2024-01-20 21:00:00,İptal
10479,133,12,Elektronik,3684.02,1,2024-01-20 22:00:00,İptal
10480,22,21,Elektronik,1115.46,6,2024-01-20 23:00:00,Teslim
10481,58,8,Kozmetik,4304.83,9,2024-01-21 00:00:00,Teslim
10482,166,1,Spor,1922.09,1,2024-01-21 01:00:00,Kargoda
10483,50,15,Elektronik,4266.02,3,2024-01-21 02:00:00,Kargoda
10484,159,6,Giyim,1246.41,8,2024-01-21 03:00:00,Teslim
10485,93,21,Giyim,3112.37,5,2024-01-21 04:00:00,Teslim
10486,47,43,Giyim,4637.02,2,2024-01-21 05:00:00,Kargoda
10487,67,8,Giyim,1326.58,2,2024-01-21 06:00:00,Teslim
10488,106,1,Elektronik,3479.99,7,2024-01-21 07:00:00,Kargoda
10489,153,6,Ev,4937.2,8,2024-01-21 08:00:00,Teslim
10490,121,25,Giyim,795.46,4,2024-01-21 09:00:00,Teslim
10491,186,14,Giyim,487.59,5,2024-01-21 10:00:00,Teslim
10492,173,24,Giyim,3387.27,8,2024-01-21 11:00:00,Teslim
10493,150,2,Spor,1731.69,2,2024-01-21 12:00:00,İptal
10494,121,17,Kozmetik,402.66,2,2024-01-21 13:00:00,Teslim
10495,58,21,Ev,2402.76,7,2024-01-21 14:00:00,Teslim
10496,83,22,Giyim,3781.16,2,2024-01-21 15:00:00,Kargoda
10497,24,28,Spor,1461.36,7,2024-01-21 16:00:00,Kargoda
10498,75,39,Spor,1708.48,5,2024-01-21 17:00:00,Kargoda
10499,185,23,Elektronik,4236.21,9,2024-01-21 18:00:00,Teslim
10500,85,42,Spor,2624.36,1,2024-01-21 19:00:00,İptal
10501,23,26,Kozmetik,4221.52,9,2024-01-21 20:00:00,Teslim
10502,130,13,Elektronik,2259.63,3,2024-01-21 21:00:00,Teslim
10503,192,12,Kozmetik,4767.23,1,2024-01-21 22:00:00,Teslim
10504,173,16,Elektronik,3271.43,7,2024-01-21 23:00:00,Teslim
10505,55,30,Elektronik,623.7,5,2024-01-22 00:00:00,Kargoda
10506,91,12,Elektronik,4431.21,8,2024-01-22 01:00:00,Teslim
10507,106,45,Ev,2471.86,1,2024-01-22 02:00:00,Teslim
10508,50,24,Kozmetik,751.11,1,2024-01-22 03:00:00,Kargoda
10509,54,43,Ev,805.82,6,2024-01-22 04:00:00,Teslim
10510,48,34,Elektronik,3453.29,8,2024-01-22 05:00:00,Teslim
10511,198,17,Elektronik,284.49,4,2024-01-22 06:00:00,İade
10512,149,12,Spor,1468.64,8,2024-01-22 07:00:00,Kargoda
10513,168,37,Spor,741.95,9,2024-01-22 08:00:00,İade
10514,163,17,Kozmetik,2233.33,8,2024-01-22 09:00:00,İade
10515,191,13,Elektronik,2101.05,5,2024-01-22 10:00:00,İptal
10516,21,46,Spor,2633.29,7,2024-01-22 11:00:00,Kargoda
10517,176,24,Kozmetik,1434.2,5,2024-01-22 12:00:00,Teslim
10518,14,3,Ev,208.62,7,2024-01-22 13:00:00,Teslim
10519,95,25,Elektronik,3091.21,6,2024-01-22 14:00:00,Teslim
10520,119,23,Spor,1899.9,5,2024-01-22 15:00:00,Kargoda
10521,72,43,Ev,3274.11,4,2024-01-22 16:00:00,Teslim
10522,30,35,Elektronik,587.9,6,2024-01-22 17:00:00,İptal
10523,39,10,Giyim,118.2,7,2024-01-22 18:00:00,Teslim
10524,165,8,Ev,1279.06,9,2024-01-22 19:00:00,Teslim
10525,64,30,Elektronik,2309.91,6,2024-01-22 20:00:00,Teslim
10526,62,3,Giyim,2000.66,1,2024-01-22 21:00:00,Teslim
10527,184,16,Ev,4061.0,6,2024-01-22 22:00:00,Teslim
10528,29,7,Spor,1920.3,3,2024-01-22 23:00:00,Teslim
10529,183,2,Elektronik,2675.68,1,2024-01-23 00:00:00,Kargoda
10530,184,46,Ev,2987.9,1,2024-01-23 01:00:00,Teslim
10531,120,5,Spor,158.07,6,2024-01-23 02:00:00,Teslim
10532,33,1,Spor,2599.91,9,2024-01-23 03:00:00,Teslim
10533,32,46,Spor,1756.91,5,2024-01-23 04:00:00,Teslim
10534,57,10,Elektronik,2135.34,5,2024-01-23 05:00:00,Teslim
10535,115,41,Spor,546.42,1,2024-01-23 06:00:00,Kargoda
10536,31,2,Spor,3924.96,7,2024-01-23 07:00:00,Kargoda
10537,91,8,Giyim,4714.9,1,2024-01-23 08:00:00,Teslim
10538,23,6,Ev,160.23,8,2024-01-23 09:00:00,Teslim
10539,108,35,Ev,3026.8,8,2024-01-23 10:00:00,Teslim
10540,5,31,Ev,3831.03,9,2024-01-23 11:00:00,Teslim
10541,142,24,Giyim,1459.8,3,2024-01-23 12:00:00,İptal
10542,12,12,Spor,3948.4,2,2024-01-23 13:00:00,Teslim
10543,39,5,Spor,3180.16,3,2024-01-23 14:00:00,İptal
10544,35,28,Giyim,4649.36,8,2024-01-23 15:00:00,Teslim
10545,166,12,Spor,4905.97,2,2024-01-23 16:00:00,Teslim
10546,11,29,Giyim,259.61,8,2024-01-23 17:00:00,Teslim
10547,86,34,Kozmetik,2252.44,2,2024-01-23 18:00:00,Teslim
10548,118,42,Ev,2757.59,1,2024-01-23 19:00:00,İade
10549,103,25,Ev,776.38,2,2024-01-23 20:00:00,Teslim
10550,136,1,Elektronik,1714.61,7,2024-01-23 21:00:00,İptal
10551,160,14,Kozmetik,4938.85,6,2024-01-23 22:00:00,İptal
10552,79,42,Giyim,130.34,4,2024-01-23 23:00:00,Teslim
10553,165,27,Giyim,2289.91,6,2024-01-24 00:00:00,Teslim
10554,64,31,Elektronik,4221.14,6,2024-01-24 01:00:00,Teslim
10555,196,23,Spor,1653.31,5,2024-01-24 02:00:00,Teslim
10556,101,8,Elektronik,2425.0,5,2024-01-24 03:00:00,Kargoda
10557,147,44,Kozmetik,4891.33,1,2024-01-24 04:00:00,Teslim
10558,175,38,Spor,2400.64,3,2024-01-24 05:00:00,İptal
10559,158,49,Elektronik,698.06,5,2024-01-24 06:00:00,Teslim
10560,170,42,Ev,306.02,2,2024-01-24 07:00:00,Teslim
10561,107,15,Ev,4729.81,5,2024-01-24 08:00:00,Kargoda
10562,9,13,Giyim,1365.76,2,2024-01-24 09:00:00,Teslim
10563,99,13,Kozmetik,2545.12,8,2024-01-24 10:00:00,İptal
10564,37,46,Ev,498.97,1,2024-01-24 11:00:00,Teslim
10565,177,28,Ev,2147.09,1,2024-01-24 12:00:00,İade
10566,48,23,Ev,4654.02,6,2024-01-24 13:00:00,Kargoda
10567,46,48,Spor,2536.94,2,2024-01-24 14:00:00,İptal
10568,50,30,Kozmetik,4857.12,4,2024-01-24 15:00:00,Teslim
10569,128,45,Giyim,1331.24,3,2024-01-24 16:00:00,Kargoda
10570,114,49,Spor,2547.5,2,2024-01-24 17:00:00,Teslim
10571,189,4,Spor,4304.68,7,2024-01-24 18:00:00,Kargoda
10572,83,18,Spor,2268.85,7,2024-01-24 19:00:00,Teslim
10573,57,36,Kozmetik,1433.46,3,2024-01-24 20:00:00,Teslim
10574,10,40,Giyim,4284.6,7,2024-01-24 21:00:00,Teslim
10575,2,8,Kozmetik,1979.95,7,2024-01-24 22:00:00,Teslim
10576,75,16,Giyim,2677.08,5,2024-01-24 23:00:00,Teslim
10577,185,27,Giyim,4883.81,6,2024-01-25 00:00:00,Kargoda
10578,105,40,Ev,973.09,9,2024-01-25 01:00:00,Teslim
10579,178,6,Spor,1541.93,5,2024-01-25 02:00:00,Kargoda
10580,21,30,Ev,203.79,4,2024-01-25 03:00:00,Teslim
10581,19,15,Giyim,1989.6,5,2024-01-25 04:00:00,Kargoda
10582,166,11,Ev,1040.91,8,2024-01-25 05:00:00,Kargoda
10583,22,26,Giyim,3416.17,7,2024-01-25 06:00:00,Teslim
10584,11,21,Kozmetik,947.54,1,2024-01-25 07:00:00,Kargoda
10585,81,32,Giyim,3390.32,5,2024-01-25 08:00:00,İptal
10586,185,16,Ev,1354.2,7,2024-01-25 09:00:00,Kargoda
10587,138,41,Giyim,1808.33,3,2024-01-25 10:00:00,Teslim
10588,20,4,Giyim,1776.86,9,2024-01-25 11:00:00,Teslim
10589,167,43,Spor,3597.92,8,2024-01-25 12:00:00,Kargoda
10590,168,2,Giyim,2359.22,8,2024-01-25 13:00:00,Teslim
10591,160,37,Elektronik,1838.43,1,2024-01-25 14:00:00,Kargoda
10592,180,17,Giyim,4270.48,6,2024-01-25 15:00:00,Teslim
10593,48,19,Ev,2881.16,5,2024-01-25 16:00:00,Kargoda
10594,195,1,Elektronik,1108.46,6,2024-01-25 17:00:00,Teslim
10595,64,35,Giyim,4505.45,8,2024-01-25 18:00:00,Teslim
10596,160,9,Elektronik,1746.12,4,2024-01-25 19:00:00,İade
10597,116,33,Ev,242.95,5,2024-01-25 20:00:00,İptal
10598,156,36,Kozmetik,2498.27,7,2024-01-25 21:00:00,İptal
10599,125,42,Spor,663.49,7,2024-01-25 22:00:00,İade
10600,128,35,Giyim,1230.41,7,2024-01-25 23:00:00,Teslim
10601,123,15,Spor,3748.2,4,2024-01-26 00:00:00,Teslim
10602,156,37,Giyim,697.22,9,2024-01-26 01:00:00,Teslim
10603,148,41,Kozmetik,4044.37,1,2024-01-26 02:00:00,Teslim
10604,27,16,Ev,4687.69,5,2024-01-26 03:00:00,Teslim
10605,165,7,Kozmetik,3052.33,6,2024-01-26 04:00:00,İptal
10606,107,44,Kozmetik,3566.28,1,2024-01-26 05:00:00,Teslim
10607,65,8,Ev,3582.25,5,2024-01-26 06:00:00,Teslim
10608,103,30,Giyim,4964.4,6,2024-01-26 07:00:00,Teslim
10609,193,12,Ev,1740.61,6,2024-01-26 08:00:00,Teslim
10610,171,7,Spor,856.14,2,2024-01-26 09:00:00,Teslim
10611,166,39,Spor,2619.88,3,2024-01-26 10:00:00,Teslim
10612,93,8,Spor,2689.59,3,2024-01-26 11:00:00,Teslim
10613,157,33,Elektronik,930.67,6,2024-01-26 12:00:00,Teslim
10614,77,34,Ev,3084.89,3,2024-01-26 13:00:00,İptal
10615,137,3,Elektronik,119.92,6,2024-01-26 14:00:00,Teslim
10616,128,9,Kozmetik,4641.96,7,2024-01-26 15:00:00,Teslim
10617,50,39,Spor,1359.64,8,2024-01-26 16:00:00,Teslim
10618,54,25,Elektronik,245.82,2,2024-01-26 17:00:00,Teslim
10619,13,6,Kozmetik,585.83,9,2024-01-26 18:00:00,Teslim
10620,28,49,Spor,1239.23,2,2024-01-26 19:00:00,İade
10621,87,13,Spor,1405.84,1,2024-01-26 20:00:00,Teslim
10622,96,1,Giyim,212.41,1,2024-01-26 21:00:00,Teslim
10623,33,46,Elektronik,1432.81,2,2024-01-26 22:00:00,Teslim
10624,83,1,Spor,1005.06,8,2024-01-26 23:00:00,Kargoda
10625,121,28,Spor,1924.17,2,2024-01-27 00:00:00,Teslim
10626,47,49,Ev,1956.58,7,2024-01-27 01:00:00,Teslim
10627,68,29,Spor,1728.09,4,2024-01-27 02:00:00,İptal
10628,74,29,Elektronik,1673.22,1,2024-01-27 03:00:00,Teslim
10629,101,20,Kozmetik,494.17,4,2024-01-27 04:00:00,Teslim
10630,73,7,Elektronik,174.76,1,2024-01-27 05:00:00,Teslim
10631,147,29,Spor,1050.47,5,2024-01-27 06:00:00,Teslim
10632,66,44,Kozmetik,3795.41,6,2024-01-27 07:00:00,İade
10633,87,5,Spor,4954.51,5,2024-01-27 08:00:00,Teslim
10634,76,44,Ev,4646.2,3,2024-01-27 09:00:00,Teslim
10635,37,21,Elektronik,2545.89,7,2024-01-27 10:00:00,Teslim
10636,137,27,Elektronik,2682.53,6,2024-01-27 11:00:00,Teslim
10637,47,9,Giyim,1607.18,3,2024-01-27 12:00:00,Kargoda
10638,60,31,Kozmetik,3881.0,4,2024-01-27 13:00:00,Teslim
10639,158,9,Elektronik,3835.55,1,2024-01-27 14:00:00,Kargoda
10640,189,14,Spor,4229.15,9,2024-01-27 15:00:00,Teslim
10641,134,36,Giyim,4482.75,7,2024-01-27 16:00:00,Teslim
10642,183,3,Ev,2200.03,3,2024-01-27 17:00:00,Teslim
10643,170,22,Giyim,3846.03,7,2024-01-27 18:00:00,Kargoda
10644,96,30,Ev,4041.67,7,2024-01-27 19:00:00,Teslim
10645,154,7,Ev,1576.88,6,2024-01-27 20:00:00,Teslim
10646,66,15,Elektronik,4649.75,1,2024-01-27 21:00:00,Kargoda
10647,92,17,Ev,516.99,8,2024-01-27 22:00:00,Teslim
10648,107,33,Kozmetik,4971.63,9,2024-01-27 23:00:00,Teslim
10649,192,48,Spor,3861.95,9,2024-01-28 00:00:00,Teslim
10650,169,41,Giyim,511.69,9,2024-01-28 01:00:00,İptal
10651,98,10,Spor,3298.34,9,2024-01-28 02:00:00,Teslim
10652,130,1,Spor,219.19,7,2024-01-28 03:00:00,Teslim
10653,41,3,Spor,3862.43,1,2024-01-28 04:00:00,Teslim
10654,161,30,Giyim,4006.15,5,2024-01-28 05:00:00,Teslim
10655,111,8,Spor,3031.93,3,2024-01-28 06:00:00,Teslim
10656,107,12,Ev,4291.46,2,2024-01-28 07:00:00,Teslim
10657,153,42,Elektronik,534.52,8,2024-01-28 08:00:00,Teslim
10658,126,43,Giyim,1415.82,8,2024-01-28 09:00:00,Teslim
10659,15,42,Kozmetik,2100.18,5,2024-01-28 10:00:00,İptal
10660,58,13,Elektronik,260.17,7,2024-01-28 11:00:00,Teslim
10661,36,31,Ev,2268.67,2,2024-01-28 12:00:00,Teslim
10662,147,30,Kozmetik,1362.81,2,2024-01-28 13:00:00,İptal
10663,7,10,Elektronik,1994.04,8,2024-01-28 14:00:00,İptal
10664,41,28,Ev,2154.26,5,2024-01-28 15:00:00,Teslim
10665,119,26,Giyim,4403.09,5,2024-01-28 16:00:00,Teslim
10666,139,20,Ev,1388.19,5,2024-01-28 17:00:00,Teslim
10667,101,37,Giyim,4474.03,2,2024-01-28 18:00:00,Teslim
10668,172,34,Spor,2158.56,8,2024-01-28 19:00:00,Teslim
10669,183,27,Elektronik,1672.65,7,2024-01-28 20:00:00,Teslim
10670,27,36,Spor,2537.43,7,2024-01-28 21:00:00,Teslim
10671,190,38,Kozmetik,2117.83,4,2024-01-28 22:00:00,Teslim
10672,123,28,Spor,1323.99,6,2024-01-28 23:00:00,Teslim
10673,127,14,Spor,2538.26,9,2024-01-29 00:00:00,Teslim
10674,19,38,Elektronik,801.42,6,2024-01-29 01:00:00,Teslim
10675,124,36,Spor,1792.05,5,2024-01-29 02:00:00,Kargoda
10676,145,49,Ev,2850.66,3,2024-01-29 03:00:00,İptal
10677,116,8,Spor,2096.37,5,2024-01-29 04:00:00,Teslim
10678,17,21,Spor,4128.37,4,2024-01-29 05:00:00,Teslim
10679,105,46,Ev,1320.77,6,2024-01-29 06:00:00,Teslim
10680,187,26,Giyim,4850.37,1,2024-01-29 07:00:00,Teslim
10681,144,47,Elektronik,3934.37,2,2024-01-29 08:00:00,Kargoda
10682,28,1,Elektronik,4839.59,8,2024-01-29 09:00:00,Teslim
10683,192,2,Giyim,4198.78,4,2024-01-29 10:00:00,Teslim
10684,191,40,Spor,753.41,4,2024-01-29 11:00:00,Teslim
10685,34,18,Ev,2655.98,5,2024-01-29 12:00:00,Teslim
10686,160,26,Ev,891.39,4,2024-01-29 13:00:00,Teslim
10687,81,21,Giyim,4100.23,7,2024-01-29 14:00:00,Teslim
10688,119,20,Ev,2941.6,3,2024-01-29 15:00:00,İade
10689,89,47,Kozmetik,1354.07,7,2024-01-29 16:00:00,Teslim
10690,156,5,Spor,4651.51,2,2024-01-29 17:00:00,Teslim
10691,199,38,Kozmetik,620.17,4,2024-01-29 18:00:00,Teslim
10692,159,44,Kozmetik,2841.12,6,2024-01-29 19:00:00,Teslim
10693,186,33,Spor,3619.15,8,2024-01-29 20:00:00,Teslim
10694,189,20,Ev,341.3,3,2024-01-29 21:00:00,Teslim
10695,18,8,Spor,3009.39,6,2024-01-29 22:00:00,Kargoda
10696,51,34,Giyim,4088.71,1,2024-01-29 23:00:00,Teslim
10697,144,23,Elektronik,384.26,1,2024-01-30 00:00:00,Teslim
10698,118,8,Ev,2585.6,7,2024-01-30 01:00:00,Teslim
10699,10,18,Elektronik,1329.86,7,2024-01-30 02:00:00,Teslim
10700,19,48,Elektronik,3331.48,4,2024-01-30 03:00:00,Teslim
10701,104,14,Spor,637.45,6,2024-01-30 04:00:00,İptal
10702,123,9,Kozmetik,4688.4,4,2024-01-30 05:00:00,Teslim
10703,34,34,Giyim,4478.91,3,2024-01-30 06:00:00,Teslim
10704,35,10,Spor,970.57,4,2024-01-30 07:00:00,Teslim
10705,26,46,Elektronik,1650.17,3,2024-01-30 08:00:00,Teslim
10706,113,43,Giyim,2958.79,8,2024-01-30 09:00:00,Teslim
10707,2,49,Kozmetik,3604.41,4,2024-01-30 10:00:00,Teslim
10708,114,45,Giyim,2241.15,3,2024-01-30 11:00:00,Teslim
10709,95,12,Kozmetik,823.64,5,2024-01-30 12:00:00,Teslim
10710,93,11,Spor,565.55,7,2024-01-30 13:00:00,Kargoda
10711,136,17,Elektronik,4998.84,3,2024-01-30 14:00:00,İptal
10712,105,24,Elektronik,2303.99,9,2024-01-30 15:00:00,Kargoda
10713,145,44,Spor,4369.03,5,2024-01-30 16:00:00,İade
10714,153,36,Ev,2437.76,6,2024-01-30 17:00:00,Kargoda
10715,184,32,Ev,4615.67,9,2024-01-30 18:00:00,İptal
10716,160,44,Ev,484.41,4,2024-01-30 19:00:00,Kargoda
10717,104,32,Ev,614.39,2,2024-01-30 20:00:00,Kargoda
10718,98,19,Kozmetik,4651.68,7,2024-01-30 21:00:00,Kargoda
10719,47,21,Ev,4740.09,1,2024-01-30 22:00:00,İptal
10720,120,26,Elektronik,1607.85,5,2024-01-30 23:00:00,Teslim
10721,28,5,Kozmetik,1808.07,9,2024-01-31 00:00:00,Teslim
10722,186,37,Kozmetik,2289.63,4,2024-01-31 01:00:00,Teslim
10723,169,32,Elektronik,2110.0,7,2024-01-31 02:00:00,İptal
10724,24,36,Giyim,990.72,5,2024-01-31 03:00:00,Teslim
10725,157,27,Kozmetik,4496.96,2,2024-01-31 04:00:00,Kargoda
10726,24,39,Kozmetik,1303.87,3,2024-01-31 05:00:00,Kargoda
10727,144,47,Elektronik,3541.1,5,2024-01-31 06:00:00,İade
10728,18,28,Elektronik,382.42,1,2024-01-31 07:00:00,Teslim
10729,98,22,Ev,241.82,4,2024-01-31 08:00:00,Kargoda
10730,131,6,Ev,3285.97,4,2024-01-31 09:00:00,Kargoda
10731,146,39,Spor,1728.13,8,2024-01-31 10:00:00,İptal
10732,84,45,Ev,3294.52,2,2024-01-31 11:00:00,İptal
10733,184,35,Spor,515.4,8,2024-01-31 12:00:00,Teslim
10734,155,43,Giyim,4751.76,4,2024-01-31 13:00:00,Teslim
10735,42,43,Ev,3755.15,6,2024-01-31 14:00:00,Teslim
10736,134,40,Elektronik,4387.52,6,2024-01-31 15:00:00,İade
10737,146,25,Ev,725.53,3,2024-01-31 16:00:00,Teslim
10738,67,5,Elektronik,1634.8,9,2024-01-31 17:00:00,Kargoda
10739,147,1,Ev,1873.3,3,2024-01-31 18:00:00,Kargoda
10740,179,11,Giyim,2709.0,1,2024-01-31 19:00:00,Teslim
10741,163,22,Elektronik,1519.5,7,2024-01-31 20:00:00,Teslim
10742,152,37,Elektronik,350.12,6,2024-01-31 21:00:00,Teslim
10743,127,23,Ev,1875.95,9,2024-01-31 22:00:00,İptal
10744,54,2,Spor,1310.02,5,2024-01-31 23:00:00,Teslim
10745,159,11,Elektronik,1960.31,1,2024-02-01 00:00:00,Teslim
10746,73,48,Ev,1024.95,1,2024-02-01 01:00:00,Kargoda
10747,106,49,Giyim,1346.39,4,2024-02-01 02:00:00,Teslim
10748,63,19,Spor,3153.41,3,2024-02-01 03:00:00,İptal
10749,63,40,Ev,1971.36,9,2024-02-01 04:00:00,Teslim
10750,32,36,Spor,1759.65,2,2024-02-01 05:00:00,Teslim
10751,192,46,Giyim,2692.83,8,2024-02-01 06:00:00,Teslim
10752,30,44,Elektronik,3870.71,2,2024-02-01 07:00:00,Teslim
10753,18,31,Ev,1925.4,2,2024-02-01 08:00:00,Teslim
10754,187,20,Kozmetik,2958.22,3,2024-02-01 09:00:00,Kargoda
